reaction	reaction_type	label	raw_idx
[Cl:1][c:2]1[c:3](-[c:4]2[n:5][c:6]([CH2:7][c:8]3[cH:9][cH:10][c:11]([B:54]4[O:53][C:51]([CH3:50])([CH3:52])[C:56]([CH3:57])([CH3:58])[O:55]4)[cH:19][cH:20]3)[n:21](-[c:22]3[cH:23][cH:24][c:25]([N:26]4[CH2:27][C:28](=[O:29])[N:30]([CH2:31][O:32][CH2:33][CH2:34][Si:35]([CH3:36])([CH3:37])[CH3:38])[S:39]4(=[O:40])=[O:41])[cH:42][cH:43]3)[cH:44]2)[cH:45][cH:46][c:47]([Cl:48])[cH:49]1.[c:12]1([Cl:59])[n:13][n:14][c:15]([Cl:16])[cH:17][cH:18]1>>[CH3:50][C:51]1([CH3:52])[O:53][BH:54][O:55][C:56]1([CH3:57])[CH3:58].[Cl:1][c:2]1[c:3](-[c:4]2[n:5][c:6]([CH2:7][c:8]3[cH:9][cH:10][c:11](-[c:12]4[n:13][n:14][c:15]([Cl:16])[cH:17][cH:18]4)[cH:19][cH:20]3)[n:21](-[c:22]3[cH:23][cH:24][c:25]([N:26]4[CH2:27][C:28](=[O:29])[N:30]([CH2:31][O:32][CH2:33][CH2:34][Si:35]([CH3:36])([CH3:37])[CH3:38])[S:39]4(=[O:40])=[O:41])[cH:42][cH:43]3)[cH:44]2)[cH:45][cH:46][c:47]([Cl:48])[cH:49]1.[ClH:59]	29	3.1.6	21447
[c:1]1([Cl:27])[cH:12][cH:13][c:14]2[n:15]([n:16]1)[cH:17][c:18]([NH:19][C:20]([CH3:21])=[O:22])[n:23]2.[c:2]1([B:25]([OH:24])[OH:26])[cH:3][c:4]([O:5][CH3:6])[c:7]([O:8][CH3:9])[cH:10][cH:11]1>O.COCCOC.[K+].[K+].O=C([O-])[O-].ClCCl>[ClH:27].[OH:24][BH:25][OH:26].[c:1]1(-[c:2]2[cH:3][c:4]([O:5][CH3:6])[c:7]([O:8][CH3:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]2[n:15]([n:16]1)[cH:17][c:18]([NH:19][C:20]([CH3:21])=[O:22])[n:23]2	29	3.1.6	46647
[CH3:1][c:2]1[cH:3][nH:4][c:5]2[cH:6][cH:7][c:8]([B:30]3[O:29][C:27]([CH3:26])([CH3:28])[C:32]([CH3:33])([CH3:34])[O:31]3)[cH:24][c:25]12.[c:9]1([Cl:35])[cH:10][cH:11][c:12]([O:13][C@H:14]2[CH2:15][N:16]3[CH2:17][CH2:18][CH:19]2[CH2:20][CH2:21]3)[n:22][n:23]1>>[CH3:1][c:2]1[cH:3][nH:4][c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([O:13][C@H:14]4[CH2:15][N:16]5[CH2:17][CH2:18][CH:19]4[CH2:20][CH2:21]5)[n:22][n:23]3)[cH:24][c:25]12.[CH3:26][C:27]1([CH3:28])[O:29][BH:30][O:31][C:32]1([CH3:33])[CH3:34].[ClH:35]	29	3.1.6	30511
[c:1]1([Cl:27])[n:10][c:11]([NH:12][c:13]2[n:14][nH:15][cH:16][cH:17]2)[cH:18][c:19]2[cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25][c:26]12.[cH:2]1[cH:3][c:4]([B:29]([OH:28])[OH:30])[cH:5][c:6]([C:7]#[N:8])[cH:9]1>>[ClH:27].[OH:28][BH:29][OH:30].[c:1]1(-[c:2]2[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]2)[n:10][c:11]([NH:12][c:13]2[n:14][nH:15][cH:16][cH:17]2)[cH:18][c:19]2[cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25][c:26]12	29	3.1.6	49546
[C:1](#[CH:2])[c:12]1[cH:13][cH:14][c:15]([CH2:16][CH2:17][C:18](=[O:19])[O:20][CH3:21])[cH:22][cH:23]1.[c:3]1([Br:24])[c:4]([CH2:5][CH2:6][OH:7])[cH:8][cH:9][cH:10][cH:11]1>>[BrH:24].[C:1](#[C:2][c:3]1[c:4]([CH2:5][CH2:6][OH:7])[cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][c:15]([CH2:16][CH2:17][C:18](=[O:19])[O:20][CH3:21])[cH:22][cH:23]1	30	3.3.1	33165
[CH:2]#[C:3][CH:4]([c:5]1[cH:6][cH:7][c:8]([N:9]([CH3:10])[CH3:11])[cH:12][cH:13]1)[OH:14].[c:1]1([Br:20])[cH:15][cH:16][n:17][cH:18][cH:19]1>[Cu]I.Cl.CCNCC>[BrH:20].[c:1]1([C:2]#[C:3][CH:4]([c:5]2[cH:6][cH:7][c:8]([N:9]([CH3:10])[CH3:11])[cH:12][cH:13]2)[OH:14])[cH:15][cH:16][n:17][cH:18][cH:19]1	30	3.3.1	29860
[CH:2]#[C:3][CH2:4][CH2:5][CH2:6][CH2:7][O:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][Br:15].[c:1]1([Br:21])[n:16][cH:17][cH:18][n:19][cH:20]1>CC#N.[Cu]I>[BrH:21].[c:1]1([C:2]#[C:3][CH2:4][CH2:5][CH2:6][CH2:7][O:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][Br:15])[n:16][cH:17][cH:18][n:19][cH:20]1	30	3.3.1	23302
[CH:2]#[C:3][c:4]1[cH:5][c:6]([CH2:7][NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[cH:16][cH:17][cH:18]1.[c:1]1([I:41])[c:19]([NH2:20])[c:21]([NH:22][c:23]2[cH:24][c:25]([CH3:26])[c:27]([O:28][c:29]3[cH:30][n:31][c:32]([CH3:33])[cH:34][cH:35]3)[cH:36][cH:37]2)[n:38][cH:39][n:40]1>CC#N.[Cu]I.I>[IH:41].[c:1]1([C:2]#[C:3][c:4]2[cH:5][c:6]([CH2:7][NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[cH:16][cH:17][cH:18]2)[c:19]([NH2:20])[c:21]([NH:22][c:23]2[cH:24][c:25]([CH3:26])[c:27]([O:28][c:29]3[cH:30][n:31][c:32]([CH3:33])[cH:34][cH:35]3)[cH:36][cH:37]2)[n:38][cH:39][n:40]1	30	3.3.1	17874
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[N:8]([CH3:9])[C:10]1([c:11]2[cH:12][cH:13][c:14]([C:15]#[CH:16])[cH:28][cH:29]2)[CH2:30][CH2:31]1.[c:17]1([I:32])[cH:18][cH:19][c:20]([C:21]([O:22][CH2:23][CH3:24])=[O:25])[cH:26][cH:27]1>CCN(CC)CC.[Cu]I>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[N:8]([CH3:9])[C:10]1([c:11]2[cH:12][cH:13][c:14]([C:15]#[C:16][c:17]3[cH:18][cH:19][c:20]([C:21]([O:22][CH2:23][CH3:24])=[O:25])[cH:26][cH:27]3)[cH:28][cH:29]2)[CH2:30][CH2:31]1.[IH:32]	30	3.3.1	22889
[CH:2]#[C:3][Si:4]([CH2:5][CH3:6])([CH2:7][CH3:8])[CH2:9][CH3:10].[c:1]1([Cl:46])[cH:11][cH:12][c:13](-[c:14]2[n:15][n:16][c:17]([NH:18][c:19]3[cH:20][cH:21][c:22]([O:23][c:24]4[cH:25][cH:26][n:27][c:28]5[cH:29][c:30]([O:31][CH3:32])[cH:33][n:34][c:35]45)[cH:36][cH:37]3)[c:38]3[cH:39][cH:40][cH:41][cH:42][c:43]23)[cH:44][cH:45]1>CC#N.CC#N.CC#N.Cl[Pd]Cl.[Cs+].[Cs+].O=C([O-])[O-].C1COCCO1>[ClH:46].[c:1]1([C:2]#[C:3][Si:4]([CH2:5][CH3:6])([CH2:7][CH3:8])[CH2:9][CH3:10])[cH:11][cH:12][c:13](-[c:14]2[n:15][n:16][c:17]([NH:18][c:19]3[cH:20][cH:21][c:22]([O:23][c:24]4[cH:25][cH:26][n:27][c:28]5[cH:29][c:30]([O:31][CH3:32])[cH:33][n:34][c:35]45)[cH:36][cH:37]3)[c:38]3[cH:39][cH:40][cH:41][cH:42][c:43]23)[cH:44][cH:45]1	30	3.3.1	31600
[C:1](#[CH:2])[c:10]1[n:11][cH:12][n:13]2[c:14]1[n:15][c:16](-[c:17]1[cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]1)[cH:27][c:28]2[C:29]([F:30])([F:31])[F:32].[c:3]1([Br:33])[cH:4][n:5][c:6]([NH2:7])[n:8][cH:9]1>>[BrH:33].[C:1](#[C:2][c:3]1[cH:4][n:5][c:6]([NH2:7])[n:8][cH:9]1)[c:10]1[n:11][cH:12][n:13]2[c:14]1[n:15][c:16](-[c:17]1[cH:18][cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]1)[cH:27][c:28]2[C:29]([F:30])([F:31])[F:32]	30	3.3.1	14861
[CH:23]#[C:24][c:25]1[n:26][cH:27][cH:28][cH:29][cH:30]1.[Cl:1][c:2]1[c:3]2[c:4]([n:5][c:6]([NH2:7])[n:8]1)[n:9]([CH2:10][c:11]1[n:12][cH:13][c:14]([CH3:15])[c:16]([O:17][CH3:18])[c:19]1[CH3:20])[cH:21][c:22]2[I:31]>>[Cl:1][c:2]1[c:3]2[c:4]([n:5][c:6]([NH2:7])[n:8]1)[n:9]([CH2:10][c:11]1[n:12][cH:13][c:14]([CH3:15])[c:16]([O:17][CH3:18])[c:19]1[CH3:20])[cH:21][c:22]2[C:23]#[C:24][c:25]1[n:26][cH:27][cH:28][cH:29][cH:30]1.[IH:31]	30	3.3.1	2704
[CH2:2]([CH2:3][CH2:30][CH3:31])[Sn:21]([CH:20]=[CH2:19])([CH2:22][CH2:23][CH2:24][CH3:25])[CH2:26][CH2:27][CH2:28][CH3:29].[c:1]1([Cl:32])[cH:4][c:5]([O:6][CH3:7])[c:8]([O:9][c:10]2[c:11]([CH3:12])[cH:13][cH:14][cH:15][cH:16]2)[n:17][n:18]1>O.Cc1ccccc1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[F-].[Na+].CCOC(C)=O>[CH2:19]=[CH:20][SnH:21]([CH2:22][CH2:23][CH2:24][CH3:25])[CH2:26][CH2:27][CH2:28][CH3:29].[CH3:30][CH3:31].[ClH:32].[c:1]1([CH:2]=[CH2:3])[cH:4][c:5]([O:6][CH3:7])[c:8]([O:9][c:10]2[c:11]([CH3:12])[cH:13][cH:14][cH:15][cH:16]2)[n:17][n:18]1	31	3.4.1	40708
[CH2:1]([CH3:2])[O:3][C:4]([CH2:5][CH2:6][CH2:7][O:8][c:9]1[c:10]([CH2:11][CH2:12][C:13](=[O:14])[O:15][CH2:16][CH3:17])[c:18]([CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][O:25][c:26]2[cH:27][c:28]([I:58])[cH:34][c:35]([S:36](=[O:37])(=[O:38])[CH3:39])[cH:40]2)[cH:41][cH:42][cH:43]1)=[O:44].[c:29]1([Sn:49]([CH2:48][CH2:47][CH2:46][CH3:45])([CH2:50][CH2:51][CH2:52][CH3:53])[CH2:54][CH2:55][CH2:56][CH3:57])[n:30][cH:31][s:32][cH:33]1>CCOC(C)=O.Cc1ccccc1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>[CH2:1]([CH3:2])[O:3][C:4]([CH2:5][CH2:6][CH2:7][O:8][c:9]1[c:10]([CH2:11][CH2:12][C:13](=[O:14])[O:15][CH2:16][CH3:17])[c:18]([CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][O:25][c:26]2[cH:27][c:28](-[c:29]3[n:30][cH:31][s:32][cH:33]3)[cH:34][c:35]([S:36](=[O:37])(=[O:38])[CH3:39])[cH:40]2)[cH:41][cH:42][cH:43]1)=[O:44].[CH3:45][CH2:46][CH2:47][CH2:48][SnH:49]([CH2:50][CH2:51][CH2:52][CH3:53])[CH2:54][CH2:55][CH2:56][CH3:57].[IH:58]	31	3.4.1	44408
[CH2:2]([CH2:3][CH2:34][CH3:35])[Sn:25]([CH:24]=[CH2:23])([CH2:26][CH2:27][CH2:28][CH3:29])[CH2:30][CH2:31][CH2:32][CH3:33].[c:1]1([Br:36])[cH:4][n:5][c:6]2[c:7]([n:8]1)[n:9]([CH2:10][c:11]1[cH:12][c:13]3[cH:14][cH:15][cH:16][n:17][c:18]3[cH:19][cH:20]1)[n:21][n:22]2>CN(C)C=O.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[NH4+].[Cl-].CCOC(C)=O>[BrH:36].[CH2:23]=[CH:24][SnH:25]([CH2:26][CH2:27][CH2:28][CH3:29])[CH2:30][CH2:31][CH2:32][CH3:33].[CH3:34][CH3:35].[c:1]1([CH:2]=[CH2:3])[cH:4][n:5][c:6]2[c:7]([n:8]1)[n:9]([CH2:10][c:11]1[cH:12][c:13]3[cH:14][cH:15][cH:16][n:17][c:18]3[cH:19][cH:20]1)[n:21][n:22]2	31	3.4.1	37481
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([c:12]2[cH:13][n:14][c:15]([NH:16][c:17]3[n:18][cH:19][c:20]4[c:21]([n:22]3)[n:23]([CH:24]3[CH2:25][CH2:26][CH2:27][CH2:28]3)[c:29](=[O:30])[c:31]([Br:56])[c:37]4[CH3:38])[cH:39][cH:40]2)[CH2:41][CH2:42]1.[C:32](=[CH2:33])([O:34][CH2:35][CH3:36])[Sn:47]([CH2:46][CH2:45][CH2:44][CH3:43])([CH2:48][CH2:49][CH2:50][CH3:51])[CH2:52][CH2:53][CH2:54][CH3:55]>Cc1ccccc1>[BrH:56].[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([c:12]2[cH:13][n:14][c:15]([NH:16][c:17]3[n:18][cH:19][c:20]4[c:21]([n:22]3)[n:23]([CH:24]3[CH2:25][CH2:26][CH2:27][CH2:28]3)[c:29](=[O:30])[c:31]([C:32](=[CH2:33])[O:34][CH2:35][CH3:36])[c:37]4[CH3:38])[cH:39][cH:40]2)[CH2:41][CH2:42]1.[CH3:43][CH2:44][CH2:45][CH2:46][SnH:47]([CH2:48][CH2:49][CH2:50][CH3:51])[CH2:52][CH2:53][CH2:54][CH3:55]	31	3.4.1	27145
[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[cH:6][cH:7][c:8]([Sn:26]([CH2:25][CH2:24][CH2:23][CH3:22])([CH2:27][CH2:28][CH2:29][CH3:30])[CH2:31][CH2:32][CH2:33][CH3:34])[cH:19][cH:20]1)=[O:21].[CH2:9]1[CH2:10][CH:11]=[C:12]([O:38][S:36](=[O:35])(=[O:37])[C:39]([F:40])([F:41])[F:42])[c:13]2[c:14]1[cH:15][cH:16][cH:17][cH:18]2>>[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[cH:6][cH:7][c:8]([C:9]2=[CH:10][CH2:11][CH2:12][c:13]3[c:14]2[cH:15][cH:16][cH:17][cH:18]3)[cH:19][cH:20]1)=[O:21].[CH3:22][CH2:23][CH2:24][CH2:25][SnH:26]([CH2:27][CH2:28][CH2:29][CH3:30])[CH2:31][CH2:32][CH2:33][CH3:34].[O:35]=[S:36](=[O:37])([OH:38])[C:39]([F:40])([F:41])[F:42]	31	3.4.1	47897
[Cl:1][c:2]1[n:3][cH:4][c:5]([Br:26])[cH:11][n:12]1.[c:6]1([Sn:17]([CH2:16][CH2:15][CH2:14][CH3:13])([CH2:18][CH2:19][CH2:20][CH3:21])[CH2:22][CH2:23][CH2:24][CH3:25])[o:7][cH:8][cH:9][cH:10]1>>[BrH:26].[CH3:13][CH2:14][CH2:15][CH2:16][SnH:17]([CH2:18][CH2:19][CH2:20][CH3:21])[CH2:22][CH2:23][CH2:24][CH3:25].[Cl:1][c:2]1[n:3][cH:4][c:5](-[c:6]2[o:7][cH:8][cH:9][cH:10]2)[cH:11][n:12]1	31	3.4.1	45994
[c:1]1([Br:29])[c:17]([F:18])[c:19]([CH3:20])[c:21]([F:22])[cH:23][cH:24]1.[c:2]1([Sn:26]([CH3:25])([CH3:27])[CH3:28])[n:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([Cl:10])[c:11]([NH:12][C:13]([CH3:14])=[O:15])[cH:16]1>[Pd+2].CC#N.CC(=O)[O-].CC(=O)[O-].[F-].[Cs+].c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>[BrH:29].[CH3:25][SnH:26]([CH3:27])[CH3:28].[c:1]1(-[c:2]2[n:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]([Cl:10])[c:11]([NH:12][C:13]([CH3:14])=[O:15])[cH:16]2)[c:17]([F:18])[c:19]([CH3:20])[c:21]([F:22])[cH:23][cH:24]1	31	3.4.1	18499
[CH2:1]([CH3:2])[N:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8][n:9]2)[N:10]([CH3:11])[C:12](=[O:13])[c:14]2[c:15]1[n:16][cH:17][c:18]([I:27])[cH:26]2.[CH3:19][c:20]1[cH:21][c:22]([C:29]([CH3:28])([CH3:30])[CH3:31])[c:23]([OH:36])[c:24]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:25]1>CN(C)C=O.[F-].[K+].CCCC[Sn](CCCC)(CCCC)Cc1ccccc1>[CH2:1]([CH3:2])[N:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8][n:9]2)[N:10]([CH3:11])[C:12](=[O:13])[c:14]2[c:15]1[n:16][cH:17][c:18]([CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[cH:26]2.[CH3:28][CH:29]([CH3:30])[CH3:31].[CH:32]([CH3:33])([CH3:34])[CH3:35].[IH:27].[OH2:36]	31	3.4.1	40967
[N:1]1([C:42]([O:41][C:38]([CH3:37])([CH3:39])[CH3:40])=[O:43])[CH:2](/[CH:3]=[CH:4]/[c:5]2[cH:6][c:7]([O:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[c:16]([N:17]3[S:18](=[O:19])(=[O:20])[N:21]([CH2:22][CH2:23][Si:24]([CH3:25])([CH3:26])[CH3:27])[C:28](=[O:29])[CH2:30]3)[cH:31][cH:32]2)[CH2:33][CH2:34][CH2:35][CH2:36]1>O=C(O)C(F)(F)F.ClCCl>[CH3:37][C:38]([CH3:39])([CH3:40])[O:41][CH:42]=[O:43].[NH:1]1[CH:2](/[CH:3]=[CH:4]/[c:5]2[cH:6][c:7]([O:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[c:16]([N:17]3[S:18](=[O:19])(=[O:20])[N:21]([CH2:22][CH2:23][Si:24]([CH3:25])([CH3:26])[CH3:27])[C:28](=[O:29])[CH2:30]3)[cH:31][cH:32]2)[CH2:33][CH2:34][CH2:35][CH2:36]1	32	6.1.1	426
[CH3:1][N:2]([CH:3]1[CH2:4][CH2:5][N:6]([C:29]([O:28][C:25]([CH3:24])([CH3:26])[CH3:27])=[O:30])[CH2:7][CH2:8]1)[CH2:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([O:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22][cH:23]1>CC(Cl)Cl.C1COCCO1.Cl>[CH3:1][N:2]([CH:3]1[CH2:4][CH2:5][NH:6][CH2:7][CH2:8]1)[CH2:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([O:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22][cH:23]1.[CH3:24][C:25]([CH3:26])([CH3:27])[O:28][CH:29]=[O:30]	32	6.1.1	17819
[NH:1]([CH:2]1[CH2:3][CH:4]([O:5][C:6]([CH3:7])=[O:8])[CH2:9][CH2:10][CH:11]1[c:12]1[cH:13][c:14]([O:15][CH2:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][cH:22]1)[C:28]([O:27][C:24]([CH3:23])([CH3:25])[CH3:26])=[O:29]>Cl.C1COCCO1>[CH3:23][C:24]([CH3:25])([CH3:26])[O:27][CH:28]=[O:29].[NH2:1][CH:2]1[CH2:3][CH:4]([O:5][C:6]([CH3:7])=[O:8])[CH2:9][CH2:10][CH:11]1[c:12]1[cH:13][c:14]([O:15][CH2:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][cH:22]1	32	6.1.1	9524
[OH:1][C@@H:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[c:7]1[n:8][cH:9][n:10][c:11]2[N:12]1[C@@H:13]([CH3:14])[CH2:15][N:16]([C:24]([O:23][C:20]([CH3:19])([CH3:21])[CH3:22])=[O:25])[CH2:17][CH2:18]1>ClCCl.Cl>[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][CH:24]=[O:25].[OH:1][C@@H:2]1[CH2:3][C@@H:4]([CH3:5])[c:6]2[c:7]1[n:8][cH:9][n:10][c:11]2[N:12]1[C@@H:13]([CH3:14])[CH2:15][NH:16][CH2:17][CH2:18]1	32	6.1.1	14390
[F:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([S:11](=[O:12])(=[O:13])[NH:14][c:15]3[cH:16][cH:17][c:18]([CH2:19][N:20]4[CH2:21][C@H:22]([CH3:23])[N:24]([C:38]([O:37][C:34]([CH3:33])([CH3:35])[CH3:36])=[O:39])[CH2:25][CH2:26]4)[cH:27][cH:28]3)[cH:29][n:30]2)[cH:31][cH:32]1>C1COCCO1.Cl.C1COCCO1>[CH3:33][C:34]([CH3:35])([CH3:36])[O:37][CH:38]=[O:39].[F:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([S:11](=[O:12])(=[O:13])[NH:14][c:15]3[cH:16][cH:17][c:18]([CH2:19][N:20]4[CH2:21][C@H:22]([CH3:23])[NH:24][CH2:25][CH2:26]4)[cH:27][cH:28]3)[cH:29][n:30]2)[cH:31][cH:32]1	32	6.1.1	20947
[CH3:1][n:2]1[n:3][cH:4][c:5]2[n:6]([CH:7]3[CH2:8][CH2:9][N:10]([C:28]([O:27][C:24]([CH3:23])([CH3:25])[CH3:26])=[O:29])[CH2:11][CH2:12]3)[c:13]3[cH:14][cH:15][c:16]([CH3:17])[cH:18][c:19]3[c:20](=[O:21])[c:22]12>ClCCl.O=C(O)C(F)(F)F>[CH3:1][n:2]1[n:3][cH:4][c:5]2[n:6]([CH:7]3[CH2:8][CH2:9][NH:10][CH2:11][CH2:12]3)[c:13]3[cH:14][cH:15][c:16]([CH3:17])[cH:18][c:19]3[c:20](=[O:21])[c:22]12.[CH3:23][C:24]([CH3:25])([CH3:26])[O:27][CH:28]=[O:29]	32	6.1.1	17347
[n:1]1[cH:2][cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]([C:9](=[O:10])[NH:11][c:12]3[cH:13][cH:14][c:15]4[c:16]([cH:17]3)[N:18]([C:35]([O:34][C:31]([CH3:30])([CH3:32])[CH3:33])=[O:36])[CH2:19][CH2:20]4)[s:21][cH:22][cH:23]2)[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]12>CCOC(C)=O.[OH-].[Na+].O=C(O)C(F)(F)F.ClCCl>[CH3:30][C:31]([CH3:32])([CH3:33])[O:34][CH:35]=[O:36].[n:1]1[cH:2][cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]([C:9](=[O:10])[NH:11][c:12]3[cH:13][cH:14][c:15]4[c:16]([cH:17]3)[NH:18][CH2:19][CH2:20]4)[s:21][cH:22][cH:23]2)[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]12	32	6.1.1	4412
[F:1][c:2]1[c:3]([CH2:4][N:5]2[CH2:6][CH2:7][N:8]([CH2:9][C:10]([F:11])([F:12])[F:13])[C:14](=[O:15])[CH:16]([NH:17][C:29]([O:28][C:25]([CH3:24])([CH3:26])[CH3:27])=[O:30])[CH2:18]2)[cH:19][cH:20][cH:21][c:22]1[F:23]>ClCCl.O=C(O)C(F)(F)F>[CH3:24][C:25]([CH3:26])([CH3:27])[O:28][CH:29]=[O:30].[F:1][c:2]1[c:3]([CH2:4][N:5]2[CH2:6][CH2:7][N:8]([CH2:9][C:10]([F:11])([F:12])[F:13])[C:14](=[O:15])[CH:16]([NH2:17])[CH2:18]2)[cH:19][cH:20][cH:21][c:22]1[F:23]	32	6.1.1	3093
[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)(=[O:8])[O:9][CH:10]([CH3:11])[P:12](=[O:13])([O:14][C@H:15]([C:16](=[O:17])[N:18]1[C@H:19]([C:20](=[O:21])[OH:22])[CH2:23][CH2:24][CH2:25]1)[CH2:26][CH2:27][CH2:28][CH2:29][NH:30][C:33](=[O:32])[O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1)[OH:31]>CC(C)=O.CC(=O)O.ClCCl.CO.CN(C)C.NCCCC[C@H](O)C(=O)O>[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)(=[O:8])[O:9][CH:10]([CH3:11])[P:12](=[O:13])([O:14][C@H:15]([C:16](=[O:17])[N:18]1[C@H:19]([C:20](=[O:21])[OH:22])[CH2:23][CH2:24][CH2:25]1)[CH2:26][CH2:27][CH2:28][CH2:29][NH2:30])[OH:31].[O:32]=[CH:33][O:34][CH2:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1	33	6.1.3	47995
[NH:1]([C:2]([CH2:3][S+:4]([CH3:5])[CH3:6])([CH3:7])[CH3:8])[C:10](=[O:9])[O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>O.Cl.[I-].CO.CC(=O)O>[NH2:1][C:2]([CH2:3][S+:4]([CH3:5])[CH3:6])([CH3:7])[CH3:8].[O:9]=[CH:10][O:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	33	6.1.3	44124
[NH2:1][c:2]1[n:3][n:4][c:5]([CH:6]([CH2:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[NH:15][C:18](=[O:17])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[o:16]1>CO>[NH2:1][c:2]1[n:3][n:4][c:5]([CH:6]([CH2:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[NH2:15])[o:16]1.[O:17]=[CH:18][O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1	33	6.1.3	18895
