reaction	reaction_type	raw_id	original_reaction_type
[C:1](#[N:2])[c:3]1[c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([NH:11][C:12]([C:13]([CH2:14][OH:15])([CH3:26])[OH:27])=[O:28])[cH:29][cH:30]1.[S:16]([c:17]1[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]1)(=[O:24])(=[O:25])[Cl:31]>N1C=CC=CC=1.ClCCl>[C:1](#[N:2])[c:3]1[c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([NH:11][C:12]([C:13]([CH2:14][O:15][S:16]([c:17]2[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]2)(=[O:24])=[O:25])([CH3:26])[OH:27])=[O:28])[cH:29][cH:30]1.[ClH:31]	52	128655	197
[OH:1][CH2:2][CH2:3][O:4][c:5]1[c:6]([O:7][CH2:8][O:9][CH3:10])[cH:11][c:12](-[c:13]2[o:14][c:15]3[cH:16][c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][c:24]3[c:25](=[O:26])[c:27]2[O:28][CH2:29][O:30][CH3:31])[cH:32][cH:33]1.[S:34]([c:35]1[cH:36][cH:37][c:38]([CH3:39])[cH:40][cH:41]1)(=[O:42])(=[O:43])[Cl:44]>CCOCC.CCN(C(C)C)C(C)C>[ClH:44].[O:1]([CH2:2][CH2:3][O:4][c:5]1[c:6]([O:7][CH2:8][O:9][CH3:10])[cH:11][c:12](-[c:13]2[o:14][c:15]3[cH:16][c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][c:24]3[c:25](=[O:26])[c:27]2[O:28][CH2:29][O:30][CH3:31])[cH:32][cH:33]1)[S:34]([c:35]1[cH:36][cH:37][c:38]([CH3:39])[cH:40][cH:41]1)(=[O:42])=[O:43]	52	207195	197
[CH3:1][O:2][CH:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][OH:9])[CH3:20].[S:10](=[O:11])(=[O:12])([c:13]1[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]1)[Cl:21]>CCN(CC)CC.O=C([O-])O.[Na+]>[CH3:1][O:2][CH:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][O:9][S:10](=[O:11])(=[O:12])[c:13]1[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]1)[CH3:20].[ClH:21]	52	222816	197
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[N:11]2[C@H:12]([CH2:13][OH:14])[CH2:25][C@@H:26]([OH:27])[CH2:28]2)[cH:29][cH:30]1.[S:15]([c:16]1[cH:17][cH:18][c:19]([CH3:20])[cH:21][cH:22]1)(=[O:23])(=[O:24])[Cl:31]>N1C=CC=CC=1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[N:11]2[C@H:12]([CH2:13][O:14][S:15]([c:16]3[cH:17][cH:18][c:19]([CH3:20])[cH:21][cH:22]3)(=[O:23])=[O:24])[CH2:25][C@@H:26]([OH:27])[CH2:28]2)[cH:29][cH:30]1.[ClH:31]	52	39295	197
[CH3:1][O:2][CH2:3][CH:4]([CH3:5])[OH:6].[S:7]([c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1)(=[O:15])(=[O:16])[Cl:17]>N1C=CC=CC=1.ClCCl>[CH3:1][O:2][CH2:3][CH:4]([CH3:5])[O:6][S:7]([c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1)(=[O:15])=[O:16].[ClH:17]	52	251350	197
[OH:1][CH2:2][CH:3]1[N:4]([C:5](=[O:6])[O:7][C:8]([CH3:9])([CH3:10])[CH3:11])[CH:12]([CH2:13][OH:14])[CH2:25][CH2:26]1.[S:15]([c:16]1[cH:17][cH:18][c:19]([CH3:20])[cH:21][cH:22]1)(=[O:23])(=[O:24])[Cl:27]>ClCCl.CN(C)C1C=CN=CC=1.CCN(CC)CC>[ClH:27].[OH:1][CH2:2][CH:3]1[N:4]([C:5](=[O:6])[O:7][C:8]([CH3:9])([CH3:10])[CH3:11])[CH:12]([CH2:13][O:14][S:15]([c:16]2[cH:17][cH:18][c:19]([CH3:20])[cH:21][cH:22]2)(=[O:23])=[O:24])[CH2:25][CH2:26]1	52	290037	197
[OH:1][CH2:2][C:3]1([C:4]#[N:5])[CH2:6][CH2:7]1.[S:8]([c:9]1[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]1)(=[O:16])(=[O:17])[Cl:18]>C(Cl)Cl.c1ccncc1>[ClH:18].[O:1]([CH2:2][C:3]1([C:4]#[N:5])[CH2:6][CH2:7]1)[S:8]([c:9]1[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]1)(=[O:16])=[O:17]	52	206639	197
[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[c:8]([C:9](=[O:10])[Cl:34])[cH:31][cH:32][cH:33]1.[NH:11]1[CH2:12][CH2:13][N:14]([c:15]2[n:16][n:17][c:18]([C:19]([NH:20][CH2:21][CH2:22][CH:23]3[CH2:24][CH2:25]3)=[O:26])[cH:27][cH:28]2)[CH2:29][CH2:30]1>>[ClH:34].[F:1][c:2]1[c:3]([C:4]([F:5])([F:6])[F:7])[c:8]([C:9](=[O:10])[N:11]2[CH2:12][CH2:13][N:14]([c:15]3[n:16][n:17][c:18]([C:19]([NH:20][CH2:21][CH2:22][CH:23]4[CH2:24][CH2:25]4)=[O:26])[cH:27][cH:28]3)[CH2:29][CH2:30]2)[cH:31][cH:32][cH:33]1	53	117815	201
[CH3:1][O:2][c:3]1[c:4]([C:5](=[O:6])[Cl:25])[c:19]([O:20][CH3:21])[cH:22][cH:23][cH:24]1.[NH:7]([CH3:8])[CH2:9][CH2:10][C:11]#[C:12][c:13]1[n:14][cH:15][cH:16][cH:17][cH:18]1>C(Cl)(Cl)Cl.CCN(C(C)C)C(C)C>[CH3:1][O:2][c:3]1[c:4]([C:5](=[O:6])[N:7]([CH3:8])[CH2:9][CH2:10][C:11]#[C:12][c:13]2[n:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]([O:20][CH3:21])[cH:22][cH:23][cH:24]1.[ClH:25]	53	360793	201
[C:17]([c:18]1[cH:19][c:20]([F:21])[cH:22][cH:23][cH:24]1)(=[O:25])[Cl:29].[F:1][c:2]1[cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([CH3:9])[c:10]([CH2:11][N:12]2[CH2:13][C@H:14]([CH3:15])[NH:16][CH2:26][CH2:27]2)[cH:28]1>C(Cl)Cl.CCN(CC)CC>[ClH:29].[F:1][c:2]1[cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([CH3:9])[c:10]([CH2:11][N:12]2[CH2:13][C@H:14]([CH3:15])[N:16]([C:17]([c:18]3[cH:19][c:20]([F:21])[cH:22][cH:23][cH:24]3)=[O:25])[CH2:26][CH2:27]2)[cH:28]1	53	386176	201
[C:29]([c:30]1[cH:31][cH:32][c:33]([CH3:34])[cH:35][cH:36]1)(=[O:37])[Cl:46].[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[n:8]1[c:9]([CH:10]([CH:11]([CH3:12])[CH3:13])[NH:14][CH2:15][CH2:16][CH2:17][N:18]2[C:19](=[O:20])[c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[C:27]2=[O:28])[n:38][c:39]2[c:40]1[cH:41][cH:42][c:43]([CH3:44])[cH:45]2>C(Cl)Cl.C(OCC)(=O)C.CCN(CC)CC.O=C([O-])O.[Na+]>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[n:8]1[c:9]([CH:10]([CH:11]([CH3:12])[CH3:13])[N:14]([CH2:15][CH2:16][CH2:17][N:18]2[C:19](=[O:20])[c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[C:27]2=[O:28])[C:29]([c:30]2[cH:31][cH:32][c:33]([CH3:34])[cH:35][cH:36]2)=[O:37])[n:38][c:39]2[c:40]1[cH:41][cH:42][c:43]([CH3:44])[cH:45]2.[ClH:46]	53	42499	201
[F:1][C:2]([c:3]1[cH:4][c:5]([C:6](=[O:7])[Cl:36])[cH:27][c:28]([C:29]([F:30])([F:31])[F:32])[cH:33]1)([F:34])[F:35].[NH:8]1[CH2:9][C@@H:10]([c:11]2[c:12]([Cl:13])[cH:14][cH:15][cH:16][cH:17]2)[C@@H:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26]1>Cl>[ClH:36].[F:1][C:2]([c:3]1[cH:4][c:5]([C:6](=[O:7])[N:8]2[CH2:9][C@@H:10]([c:11]3[c:12]([Cl:13])[cH:14][cH:15][cH:16][cH:17]3)[C@@H:18]([c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[CH2:25][CH2:26]2)[cH:27][c:28]([C:29]([F:30])([F:31])[F:32])[cH:33]1)([F:34])[F:35]	53	155543	201
[Br:1][c:2]1[c:3]2[c:4]3[c:5]([cH:6][cH:7][cH:8]2)[C:9]([N:10]2[CH2:11][CH2:12][NH:13][CH2:22][CH2:23]2)=[N:24][c:25]3[cH:26][cH:27]1.[C:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)(=[O:21])[Cl:28]>C(Cl)(Cl)Cl.O.[OH-]>[Br:1][c:2]1[c:3]2[c:4]3[c:5]([cH:6][cH:7][cH:8]2)[C:9]([N:10]2[CH2:11][CH2:12][N:13]([C:14]([c:15]4[cH:16][cH:17][cH:18][cH:19][cH:20]4)=[O:21])[CH2:22][CH2:23]2)=[N:24][c:25]3[cH:26][cH:27]1.[ClH:28]	53	79394	201
[C:10]([c:11]1[c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17][cH:18]1)(=[O:19])[Cl:21].[Cl:1][c:2]1[cH:3][n:4][c:5]2[n:6]1[CH2:7][CH2:8][NH:9][CH2:20]2>ClCCl.CCN(CC)Cc1ccccc1.C=Cc1ccccc1.C=Cc1ccc(C=C)cc1>[Cl:1][c:2]1[cH:3][n:4][c:5]2[n:6]1[CH2:7][CH2:8][N:9]([C:10]([c:11]1[c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17][cH:18]1)=[O:19])[CH2:20]2.[ClH:21]	53	147898	201
[C:1](#[N:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[Cl:27])[cH:25][cH:26]1.[NH:9]1[CH2:10][CH2:11][N:12]([C:13]([C@@:14]([C:15]([F:16])([F:17])[F:18])([CH3:19])[OH:20])=[O:21])[C@@H:22]([CH3:23])[CH2:24]1>C(Cl)Cl.CCN(CC)CC>[C:1](#[N:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[N:9]2[CH2:10][CH2:11][N:12]([C:13]([C@@:14]([C:15]([F:16])([F:17])[F:18])([CH3:19])[OH:20])=[O:21])[C@@H:22]([CH3:23])[CH2:24]2)[cH:25][cH:26]1.[ClH:27]	53	149395	201
[N+:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][n:9]2[n:10][cH:11][n:12][cH:13]2)[cH:14][cH:15]1)(=[O:16])[O-:17]>C(O)C.[Cl-].[Ca+2].[Cl-]>[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][n:9]2[n:10][cH:11][n:12][cH:13]2)[cH:14][cH:15]1.[OH-:17].[OH2:16]	54	15503	202
[F:1][c:2]1[cH:3][c:4]([N+:5](=[O:25])[O-:26])[c:6]2[c:7](=[O:8])[c:9]([C:10](=[O:11])[O:12][CH2:13][CH3:14])[cH:15][n:16]([C@H:17]3[C@@H:18]([F:19])[CH2:20]3)[c:21]2[c:22]1[O:23][CH3:24]>C(#N)C.[C].[Pd].ClC(Cl)Cl>[F:1][c:2]1[cH:3][c:4]([NH2:5])[c:6]2[c:7](=[O:8])[c:9]([C:10](=[O:11])[O:12][CH2:13][CH3:14])[cH:15][n:16]([C@H:17]3[C@@H:18]([F:19])[CH2:20]3)[c:21]2[c:22]1[O:23][CH3:24].[OH-:26].[OH2:25]	54	13971	202
[F:1][c:2]1[cH:3][c:4]([O:5][CH:6]2[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]2)[cH:13][cH:14][c:15]1[N+:16](=[O:17])[O-:18]>CO.[Pd]>[F:1][c:2]1[cH:3][c:4]([O:5][CH:6]2[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]2)[cH:13][cH:14][c:15]1[NH2:16].[OH-:18].[OH2:17]	54	75345	202
[CH3:1][O:2][CH:3]([CH:4]([CH3:5])[NH:6][c:7]1[c:8]([N+:9](=[O:24])[O-:25])[cH:10][cH:11][c:12]([O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21]1)[O:22][CH3:23]>O1CCCC1.[Ni].[H][H]>[CH3:1][O:2][CH:3]([CH:4]([CH3:5])[NH:6][c:7]1[c:8]([NH2:9])[cH:10][cH:11][c:12]([O:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21]1)[O:22][CH3:23].[OH-:25].[OH2:24]	54	272996	202
[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([N+:12](=[O:15])[O-:16])[cH:13][cH:14]1>C(O)C.[Pd]>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[cH:13][cH:14]1.[OH-:16].[OH2:15]	54	211641	202
[Cl:1][c:2]1[cH:3][c:4]([N+:5](=[O:30])[O-:31])[c:6]([O:7][CH2:8][CH:9]([CH2:10][N:11]2[CH2:12][CH2:13][CH:14]([O:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]3)[CH2:23][CH2:24]2)[OH:25])[cH:26][c:27]1[O:28][CH3:29]>C(O)C.O.O.Cl[Sn]Cl>[Cl:1][c:2]1[cH:3][c:4]([NH2:5])[c:6]([O:7][CH2:8][CH:9]([CH2:10][N:11]2[CH2:12][CH2:13][CH:14]([O:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]3)[CH2:23][CH2:24]2)[OH:25])[cH:26][c:27]1[O:28][CH3:29].[OH-:31].[OH2:30]	54	227064	202
[CH3:1][n:2]1[n:3][cH:4][cH:5][c:6]1-[c:7]1[c:8]([O:9][CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][O:15][CH2:16][CH2:17]2)[cH:18][cH:19][c:20]([N+:21](=[O:23])[O-:24])[cH:22]1>[Cl-].[NH4+].[Zn].O.C1CCOC1>[CH3:1][n:2]1[n:3][cH:4][cH:5][c:6]1-[c:7]1[c:8]([O:9][CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][O:15][CH2:16][CH2:17]2)[cH:18][cH:19][c:20]([NH2:21])[cH:22]1.[OH-:24].[OH2:23]	54	323276	202
[F:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[cH:7][cH:8][c:9]1[N+:10](=[O:11])[O-:12]>C(O)C>[F:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[cH:7][cH:8][c:9]1[NH2:10].[OH-:12].[OH2:11]	54	241991	202
[C:2]([CH3:23])(=[O:24])[OH:25].[NH:1]1[CH2:3][CH:4]([O:5][c:6]2[cH:7][cH:8][c:9]([NH:10][c:11]3[c:12](=[O:13])[n:14]([CH3:15])[cH:16][c:17]([Br:18])[cH:19]3)[n:20][cH:21]2)[CH2:22]1>CO.Cl.C=O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[CH4:23].[N:1]1([CH3:2])[CH2:3][CH:4]([O:5][c:6]2[cH:7][cH:8][c:9]([NH:10][c:11]3[c:12](=[O:13])[n:14]([CH3:15])[cH:16][c:17]([Br:18])[cH:19]3)[n:20][cH:21]2)[CH2:22]1.[OH2:24].[OH2:25]	55	173994	217
[C:8]([BH3-:19])#[N:20].[Cl:1][c:2]1[c:3]([O:4][CH2:5][C@H:6]2[NH:7][CH2:9][CH2:10][CH2:11]2)[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1>CC#N.C=O.[Na+].CC(=O)O>[BH4-:19].[Cl:1][c:2]1[c:3]([O:4][CH2:5][C@H:6]2[N:7]([CH3:8])[CH2:9][CH2:10][CH2:11]2)[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1.[NH3:20]	55	130407	217
[Br:1][c:2]1[n:3][c:4]([NH:5][c:6]2[n:7][cH:8][c:9]([N:10]3[CH2:11][CH2:12][NH:13][CH2:15][CH2:16]3)[cH:17][cH:18]2)[c:19]2[n:20]([cH:21]1)[cH:22][cH:23][n:24]2.[C:14]([BH3-:25])#[N:26]>CO.C=O.[Na+]>[BH4-:25].[Br:1][c:2]1[n:3][c:4]([NH:5][c:6]2[n:7][cH:8][c:9]([N:10]3[CH2:11][CH2:12][N:13]([CH3:14])[CH2:15][CH2:16]3)[cH:17][cH:18]2)[c:19]2[n:20]([cH:21]1)[cH:22][cH:23][n:24]2.[NH3:26]	55	272270	217
[Br:1][c:2]1[c:3]([CH2:4][NH:5][CH:6]2[CH2:7][CH2:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][n:14][c:15]32)[n:17][c:18]2[n:19]1[cH:20][cH:21][cH:22][cH:23]2.[C:16]([O:33][BH-:28]([O:27][C:25]([CH3:24])=[O:26])[O:29][C:30]([CH3:31])=[O:32])([CH3:34])=[O:35]>ClCCCl.ClCCl.C=O.[Na+].CC(=O)O.O=C([O-])[O-].[Na+].[Na+]>[Br:1][c:2]1[c:3]([CH2:4][N:5]([CH:6]2[CH2:7][CH2:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][n:14][c:15]32)[CH3:16])[n:17][c:18]2[n:19]1[cH:20][cH:21][cH:22][cH:23]2.[CH3:24][C:25](=[O:26])[O:27][BH-:28]([O:29][C:30]([CH3:31])=[O:32])[OH:33].[CH4:34].[OH2:35]	55	35859	217
[C:14]([CH3:24])(=[O:25])[OH:26].[CH3:1][c:2]1[n:3][cH:4][c:5](-[c:6]2[n:7][c:8]([NH:9][CH:10]3[CH2:11][CH2:12][NH:13][CH2:15][CH2:16]3)[n:17][cH:18][cH:19]2)[n:20]1[CH:21]([CH3:22])[CH3:23]>C1COCC1.C=O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[CH3:1][c:2]1[n:3][cH:4][c:5](-[c:6]2[n:7][c:8]([NH:9][CH:10]3[CH2:11][CH2:12][N:13]([CH3:14])[CH2:15][CH2:16]3)[n:17][cH:18][cH:19]2)[n:20]1[CH:21]([CH3:22])[CH3:23].[CH4:24].[OH2:25].[OH2:26]	55	26697	217
[CH:18](=[O:24])[OH:25].[c:1]1([CH2:2][CH2:3][CH2:4][NH:5][CH2:6][CH2:7][C:8]([P:9]([OH:10])(=[O:11])[OH:12])([P:13]([OH:14])(=[O:15])[OH:16])[OH:17])[cH:19][cH:20][cH:21][cH:22][cH:23]1>O.C=O>[OH2:24].[OH2:25].[c:1]1([CH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:7][C:8]([P:9]([OH:10])([OH:11])=[O:12])([P:13](=[O:14])([OH:15])[OH:16])[OH:17])[CH3:18])[cH:19][cH:20][cH:21][cH:22][cH:23]1	55	168882	217
[CH2:28]=[O:30].[O:1]1[CH2:2][CH2:3][O:4][c:5]2[c:6]1[cH:7][cH:8][c:9]([CH2:10][CH2:11][NH:12][CH2:13][CH2:14][CH2:15][N:16]([CH3:17])[c:18]1[n:19][c:20](-[n:21]3[cH:22][n:23][cH:24][cH:25]3)[n:26][s:27]1)[cH:29]2>>[O:1]1[CH2:2][CH2:3][O:4][c:5]2[c:6]1[cH:7][cH:8][c:9]([CH2:10][CH2:11][N:12]([CH2:13][CH2:14][CH2:15][N:16]([CH3:17])[c:18]1[n:19][c:20](-[n:21]3[cH:22][n:23][cH:24][cH:25]3)[n:26][s:27]1)[CH3:28])[cH:29]2.[OH2:30]	55	319078	217
[Br:1][c:2]1[n:3][nH:4][c:5]2[c:6]([C@@H:7]([CH3:8])[O:9][CH2:10][C:11]3([c:12]4[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]4)[CH2:19][CH2:20][NH:21][CH2:23][CH2:24]3)[cH:25][c:26]([Br:27])[cH:28][c:29]12.[C:22]([BH3-:30])#[N:31]>C(#N)C.C(O)(=O)C.C=O.[Na+].O>[BH4-:30].[Br:1][c:2]1[n:3][nH:4][c:5]2[c:6]([C@@H:7]([CH3:8])[O:9][CH2:10][C:11]3([c:12]4[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]4)[CH2:19][CH2:20][N:21]([CH3:22])[CH2:23][CH2:24]3)[cH:25][c:26]([Br:27])[cH:28][c:29]12.[NH3:31]	55	265553	217
[C:17](=[O:18])([O:19][CH3:20])[Cl:23].[CH3:1][C:2]([C@H:3]([CH3:4])[NH:5][CH2:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]1)([CH3:21])[CH3:22]>C(Cl)Cl.O=C([O-])[O-].[K+].[K+]>[CH3:1][C:2]([C@H:3]([CH3:4])[N:5]([CH2:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]1)[C:17](=[O:18])[O:19][CH3:20])([CH3:21])[CH3:22].[ClH:23]	56	162080	219
[C:24](=[O:25])([O:26][CH:27]([CH3:28])[CH3:29])[Cl:34].[CH:1]1([N:2]([C:3](=[O:4])[c:5]2[cH:6][n:7][c:8](-[c:9]3[cH:10][n:11][c:12]([O:13][CH2:14][CH3:15])[cH:16][cH:17]3)[n:18][cH:19]2)[CH:20]2[CH2:21][CH2:22][NH:23][CH2:30][CH2:31]2)[CH2:32][CH2:33]1>O1CCCC1.CCN(C(C)C)C(C)C>[CH:1]1([N:2]([C:3](=[O:4])[c:5]2[cH:6][n:7][c:8](-[c:9]3[cH:10][n:11][c:12]([O:13][CH2:14][CH3:15])[cH:16][cH:17]3)[n:18][cH:19]2)[CH:20]2[CH2:21][CH2:22][N:23]([C:24](=[O:25])[O:26][CH:27]([CH3:28])[CH3:29])[CH2:30][CH2:31]2)[CH2:32][CH2:33]1.[ClH:34]	56	144566	219
[C:13](=[O:14])([O:15][CH:16]([CH3:17])[CH3:18])[Cl:21].[C@@H:1]12[N:2]([C:3](=[O:4])[O:5][C:6]([CH3:7])([CH3:8])[CH3:9])[CH2:10][C@@H:11]([NH:12][CH2:19]1)[CH2:20]2>C(OCC)(=O)C.C1(C)C=CC=CC=1.CCN(C(C)C)C(C)C>[C@@H:1]12[N:2]([C:3](=[O:4])[O:5][C:6]([CH3:7])([CH3:8])[CH3:9])[CH2:10][C@@H:11]([N:12]([C:13](=[O:14])[O:15][CH:16]([CH3:17])[CH3:18])[CH2:19]1)[CH2:20]2.[ClH:21]	56	172093	219
[C:15](=[O:16])([O:17][CH2:18][CH3:19])[Cl:31].[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([NH:10][C@H:11]2[C@H:12]([NH:13][CH3:14])[CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]32)[cH:27][cH:28][cH:29][cH:30]1>C(OCC)C.CCN(CC)CC>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[c:9]([NH:10][C@H:11]2[C@H:12]([N:13]([CH3:14])[C:15](=[O:16])[O:17][CH2:18][CH3:19])[CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]32)[cH:27][cH:28][cH:29][cH:30]1.[ClH:31]	56	226797	219
[C:2](=[O:3])([O:4][CH2:5][CH3:6])[Cl:29].[NH:1]1[CH2:7][CH2:8][CH:9]([N:10]2[CH2:11][CH2:12][CH:13]([N:14]3[C:15](=[O:16])[NH:17][CH2:18][C@H:19]4[CH2:20][CH2:21][CH2:22][CH2:23][C@H:24]34)[CH2:25][CH2:26]2)[CH2:27][CH2:28]1>ClCCl.CCN(CC)CC>[ClH:29].[N:1]1([C:2](=[O:3])[O:4][CH2:5][CH3:6])[CH2:7][CH2:8][CH:9]([N:10]2[CH2:11][CH2:12][CH:13]([N:14]3[C:15](=[O:16])[NH:17][CH2:18][C@H:19]4[CH2:20][CH2:21][CH2:22][CH2:23][C@H:24]34)[CH2:25][CH2:26]2)[CH2:27][CH2:28]1	56	4368	219
[C:16]([O:17][CH2:18][CH:19]([CH3:20])[CH3:21])(=[O:22])[Cl:46].[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][C@@H:10]([CH2:11][NH:12][CH:13]2[CH2:14][CH2:15]2)[C@H:23]([CH2:24][N:25]([CH:26]([CH3:27])[CH3:28])[C:29]([c:30]2[cH:31][c:32]([O:33][CH2:34][CH2:35][CH2:36][O:37][CH3:38])[c:39]([CH2:40][CH3:41])[cH:42][cH:43]2)=[O:44])[CH2:45]1>C(Cl)Cl.CCN(CC)CC.O=C([O-])O.[Na+]>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][C@@H:10]([CH2:11][N:12]([CH:13]2[CH2:14][CH2:15]2)[C:16]([O:17][CH2:18][CH:19]([CH3:20])[CH3:21])=[O:22])[C@H:23]([CH2:24][N:25]([CH:26]([CH3:27])[CH3:28])[C:29]([c:30]2[cH:31][c:32]([O:33][CH2:34][CH2:35][CH2:36][O:37][CH3:38])[c:39]([CH2:40][CH3:41])[cH:42][cH:43]2)=[O:44])[CH2:45]1.[ClH:46]	56	331710	219
[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[n:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]2)[cH:19][cH:20]1)[Cl:36].[NH:21]1[CH2:22][CH2:23][CH:24]([CH2:25][c:26]2[cH:27][cH:28][cH:29][c:30]([CH2:31][OH:32])[n:33]2)[CH2:34][CH2:35]1>C[Si](C)(C)Cl.CCN(C(C)C)C(C)C>[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[n:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18]2)[cH:19][cH:20]1)[N:21]1[CH2:22][CH2:23][CH:24]([CH2:25][c:26]2[cH:27][cH:28][cH:29][c:30]([CH2:31][OH:32])[n:33]2)[CH2:34][CH2:35]1.[ClH:36]	56	141261	219
[C:1](=[O:2])([O:3][CH3:4])[Cl:38].[NH:5]1[CH2:6][CH2:7][CH:8]([O:9][C:10]([N:11]2[CH2:12][CH2:13][c:14]3[cH:15][cH:16][c:17](-[c:18]4[cH:19][c:20]([N:21]5[CH2:22][CH2:23][N:24]([CH3:25])[CH2:26][CH2:27]5)[n:28][c:29]([NH2:30])[n:31]4)[cH:32][c:33]3[CH2:34]2)=[O:35])[CH2:36][CH2:37]1>Cl>[C:1](=[O:2])([O:3][CH3:4])[N:5]1[CH2:6][CH2:7][CH:8]([O:9][C:10]([N:11]2[CH2:12][CH2:13][c:14]3[cH:15][cH:16][c:17](-[c:18]4[cH:19][c:20]([N:21]5[CH2:22][CH2:23][N:24]([CH3:25])[CH2:26][CH2:27]5)[n:28][c:29]([NH2:30])[n:31]4)[cH:32][c:33]3[CH2:34]2)=[O:35])[CH2:36][CH2:37]1.[ClH:38]	56	249698	219
